os,cpu,gpu,ram,kernel,driver,cpuscheduler
Ubuntu 26.04 LTS,AMD Ryzen 7 255 w/ Radeon 780M Graphics,AMD Radeon 780M Graphics (RADV PHOENIX),32124680,6.18.34-tkg--wils-v2.0,,performance
fps,frametime,cpu_load,cpu_power,gpu_load,cpu_temp,gpu_temp,gpu_core_clock,gpu_mem_clock,gpu_vram_used,gpu_power,ram_used,swap_used,process_rss,cpu_mhz,elapsed
38.6556,25.8695,5.96833,14.9138,69,68,68,1752,2800,0.465916,22,8.01648,0,0,4686,128542067
39.6233,25.2377,5.96833,14.9138,69,68,68,1752,2800,0.465916,22,8.01648,0,0,4686,153781669
39.3441,25.4167,5.96833,14.9138,69,68,68,1752,2800,0.465916,22,8.01648,0,0,4686,179201759
37.5792,26.6105,5.96833,14.9138,69,68,68,1752,2800,0.465916,22,8.01648,0,0,4686,205811000
40.2347,24.8541,5.96833,14.9138,69,68,68,1752,2800,0.465916,22,8.01648,0,0,4686,230666181
37.5409,26.6376,5.96833,14.9138,69,68,68,1752,2800,0.465916,22,8.01648,0,0,4686,257305207
40.3329,24.7936,5.96833,14.9138,69,68,68,1752,2800,0.465916,22,8.01648,0,0,4686,282102690
39.9171,25.0519,5.96833,14.9138,69,68,68,1752,2800,0.465916,22,8.01648,0,0,4686,307153819
36.6201,27.3074,5.96833,14.9138,69,68,68,1752,2800,0.465916,22,8.01648,0,0,4686,334464535
39.4671,25.3375,5.96833,14.9138,69,68,68,1752,2800,0.465916,22,8.01648,0,0,4686,359805096
38.0567,26.2766,5.96833,14.9138,69,68,68,1752,2800,0.465916,22,8.01648,0,0,4686,386083056
39.477,25.3312,5.96833,14.9138,69,68,68,1752,2800,0.465916,22,8.01648,0,0,4686,411416895
37.9676,26.3382,5.96833,14.9138,69,68,68,1752,2800,0.465916,22,8.01648,0,0,4686,437754706
41.2578,24.2379,5.96833,14.9138,69,68,68,1752,2800,0.465916,22,8.01648,0,0,4686,461997920
