Tidspunkt,RAM_Brukt_MB,CPU_Temp_C,CPU_Last_%
22:04:51,6708,79.0,96
22:04:53,6736,81.0,99
22:04:55,6731,82.0,96
22:04:58,6729,80.0,93
22:05:00,6727,81.0,95
22:05:02,6731,81.0,94
22:05:05,6727,82.0,98
22:05:07,6723,83.0,93
22:05:09,6711,81.0,100
22:05:12,6712,82.0,98
22:05:14,6709,82.0,100
22:05:16,6712,80.0,100
22:05:19,6712,80.0,100
22:05:21,6712,82.0,98
22:05:24,6700,81.0,95
22:05:26,6703,82.0,95
22:05:28,6701,81.0,99
22:05:31,6695,81.0,96
22:05:33,6694,81.0,96
22:05:35,6694,82.0,92
22:05:38,6679,81.0,93
22:05:40,6677,83.0,92
22:05:42,6747,82.0,96
22:05:45,6794,84.0,97
22:05:47,6821,86.0,94
22:05:49,6793,86.0,100
22:05:52,6798,87.0,96
22:05:54,6786,87.0,97
22:05:57,6788,86.0,95
22:05:59,6784,87.0,99
22:06:02,6762,88.0,93
22:06:04,6763,88.0,93
22:06:07,6801,87.0,99
22:06:09,6798,88.0,95
22:06:12,6785,87.0,100
22:06:14,6776,87.0,100
22:06:17,6796,86.0,99
22:06:19,6785,85.0,93
22:06:22,6774,86.0,98
22:06:24,6780,86.0,97
22:06:27,6781,88.0,100
22:06:29,6781,87.0,98
22:06:31,6783,86.0,95
22:06:34,6775,87.0,98
22:06:36,6773,87.0,93
22:06:39,6772,87.0,100
22:06:41,6772,86.0,91
22:06:43,6772,87.0,94
22:06:46,6772,84.0,100
22:06:48,6778,86.0,96
22:06:51,6774,86.0,98
22:06:53,6772,85.0,91
22:06:55,6769,85.0,96
22:06:58,6777,86.0,91
22:07:00,6776,86.0,98
22:07:03,6776,88.0,100
22:07:05,6769,86.0,96
22:07:07,6766,87.0,95
22:07:09,6766,87.0,92
22:07:12,6770,88.0,95
22:07:14,6772,88.0,93
22:07:17,6790,87.0,93
22:07:19,6778,89.0,100
22:07:22,6779,86.0,95
22:07:24,6787,88.0,95
22:07:26,6797,85.0,100
22:07:29,6789,87.0,94
22:07:31,6786,86.0,100
22:07:33,6796,85.0,98
22:07:36,6791,85.0,100
22:07:38,6783,87.0,96
22:07:41,6784,85.0,92
22:07:43,6791,87.0,97
22:07:45,6793,84.0,95
22:07:48,6795,88.0,97
22:07:50,6792,86.0,95
22:07:53,6791,86.0,94
22:07:55,6792,87.0,99
22:07:57,6789,87.0,95
22:07:59,6799,86.0,96
22:08:02,6793,87.0,95
22:08:04,6799,87.0,92
22:08:07,6799,85.0,99
22:08:09,6797,86.0,100
22:08:12,6794,84.0,100
22:08:14,6793,85.0,92
22:08:16,6784,87.0,95
22:08:19,6787,85.0,98
22:08:21,6784,87.0,91
22:08:23,6796,87.0,96
22:08:26,6793,86.0,94
22:08:28,6792,85.0,98
22:08:31,6794,85.0,95
22:08:33,6795,86.0,97
22:08:35,6792,84.0,98
22:08:38,6787,87.0,100
22:08:40,6784,85.0,97
22:08:42,6790,87.0,94
22:08:45,6793,87.0,100
22:08:47,6796,87.0,96
22:08:49,6795,85.0,95
22:08:52,6805,88.0,91
22:08:54,6798,87.0,91
22:08:57,6794,86.0,93
22:08:59,6801,87.0,91
22:09:01,6800,87.0,92
22:09:04,6809,86.0,94
22:09:06,6804,87.0,94
22:09:09,6802,84.0,93
22:09:11,6794,84.0,92
22:09:13,6724,82.0,96
22:09:16,6722,81.0,97
22:09:18,6722,81.0,96
22:09:20,6724,82.0,92
22:09:23,6724,81.0,91
22:09:25,6724,83.0,91
22:09:27,6725,81.0,97
22:09:29,6721,81.0,100
22:09:32,6802,81.0,91
22:09:34,6953,83.0,97
22:09:37,6987,81.0,99
22:09:39,6942,81.0,99
22:09:41,6943,79.0,92
22:09:44,6917,82.0,94
22:09:46,6941,79.0,96
22:09:48,6944,78.0,96
