os,cpu,gpu,ram,kernel,driver,cpuscheduler
Ubuntu 25.10,AMD Ryzen 7 255 w/ Radeon 780M Graphics,AMD Radeon 780M Graphics (RADV PHOENIX),32127200,6.17.0-22-generic,,performance
fps,frametime,cpu_load,gpu_load,cpu_temp,gpu_temp,gpu_core_clock,gpu_mem_clock,gpu_vram_used,gpu_power,ram_used,swap_used,process_rss,elapsed
38.7822,25.785,3.22981,59,62,56,800,2800,0.473843,7,9.0094,0,0,308953314
39.8229,25.1112,3.22981,59,62,56,800,2800,0.473843,7,9.0094,0,0,334064651
39.8196,25.1133,3.22981,59,62,56,800,2800,0.473843,7,9.0094,0,0,359178283
37.5069,26.6618,3.22981,59,62,56,800,2800,0.473843,7,9.0094,0,0,385838783
39.188,25.518,3.22981,59,62,56,800,2800,0.473843,7,9.0094,0,0,411359084
39.7036,25.1866,3.22981,59,62,56,800,2800,0.473843,7,9.0094,0,0,436543629
38.171,26.1979,3.22981,59,62,56,800,2800,0.473843,7,9.0094,0,0,462742938
39.1175,25.564,3.22981,59,62,56,800,2800,0.473843,7,9.0094,0,0,488306610
37.6632,26.5511,3.22981,59,62,56,800,2800,0.473843,7,9.0094,0,0,514859850
39.8854,25.0718,3.22981,59,62,56,800,2800,0.473843,7,9.0094,0,0,539930421
39.4237,25.3654,3.22981,59,62,56,800,2800,0.473843,7,9.0094,0,0,565297526
38.0581,26.2756,3.22981,59,62,56,800,2800,0.473843,7,9.0094,0,0,591573779
39.0437,25.6124,3.22981,59,62,56,800,2800,0.473843,7,9.0094,0,0,617186092
35.8612,27.8853,3.22981,59,62,56,800,2800,0.473843,7,9.0094,0,0,645071850
40.7009,24.5695,3.22981,59,62,56,800,2800,0.473843,7,9.0094,0,0,669640324
39.0937,25.5796,3.22981,59,62,56,800,2800,0.473843,7,9.0094,0,0,695221749
38.9822,25.6527,3.22981,59,62,56,800,2800,0.473843,7,9.0094,0,0,720875720
39.2752,25.4614,3.22981,59,62,56,800,2800,0.473843,7,9.0094,0,0,746336810
37.3704,26.7591,3.22981,59,62,56,800,2800,0.473843,7,9.0094,0,0,773103158
38.5818,25.919,4.27873,60,57,57,800,2800,0.473843,16,9.00916,0,0,799016163
40.6779,24.5834,4.27873,60,57,57,800,2800,0.473843,16,9.00916,0,0,823600176
39.7262,25.1723,4.27873,60,57,57,800,2800,0.473843,16,9.00916,0,0,848772627
37.6625,26.5516,4.27873,60,57,57,800,2800,0.473843,16,9.00916,0,0,875324695
38.8829,25.7183,4.27873,60,57,57,800,2800,0.473843,16,9.00916,0,0,901042936
39.9241,25.0475,4.27873,60,57,57,800,2800,0.473843,16,9.00916,0,0,926090153
37.1813,26.8953,4.27873,60,57,57,800,2800,0.473843,16,9.00916,0,0,952984921
40.668,24.5893,4.27873,60,57,57,800,2800,0.473843,16,9.00916,0,0,977577330
38.6261,25.8892,4.27873,60,57,57,800,2800,0.473843,16,9.00916,0,0,1003464506
39.339,25.4201,4.27873,60,57,57,800,2800,0.473843,16,9.00916,0,0,1028885231
37.5304,26.6451,4.27873,60,57,57,800,2800,0.473843,16,9.00916,0,0,1055529751
39.1819,25.522,4.27873,60,57,57,800,2800,0.473843,16,9.00916,0,0,1081054110
39.0177,25.6294,4.27873,60,57,57,800,2800,0.473843,16,9.00916,0,0,1106683856
39.3154,25.4353,4.27873,60,57,57,800,2800,0.473843,16,9.00916,0,0,1132119258
37.5971,26.5978,4.27873,60,57,57,800,2800,0.473843,16,9.00916,0,0,1158717723
39.576,25.2678,4.27873,60,57,57,800,2800,0.473843,16,9.00916,0,0,1183985432
39.918,25.0514,4.27873,60,57,57,800,2800,0.473843,16,9.00916,0,0,1209037148
38.4785,25.9886,4.27873,60,57,57,800,2800,0.473843,16,9.00916,0,0,1235024502
38.1834,26.1894,4.27873,60,57,57,800,2800,0.473843,16,9.00916,0,0,1261216477
40.1058,24.9341,4.27873,60,57,57,800,2800,0.473843,16,9.00916,0,0,1286154190
37.603,26.5936,3.33333,60,60,56,800,2800,0.473843,9,9.00927,0,0,1312743427
39.6669,25.2099,3.33333,60,60,56,800,2800,0.473843,9,9.00927,0,0,1337952788
38.3119,26.1015,3.33333,60,60,56,800,2800,0.473843,9,9.00927,0,0,1364055386
39.8617,25.0867,3.33333,60,60,56,800,2800,0.473843,9,9.00927,0,0,1389142499
38.2924,26.1149,3.33333,60,60,56,800,2800,0.473843,9,9.00927,0,0,1415257851
