os,cpu,gpu,ram,kernel,driver,cpuscheduler
Ubuntu 25.10,AMD Ryzen 7 255 w/ Radeon 780M Graphics,AMD Radeon 780M Graphics (RADV PHOENIX),32127216,6.17.0-22-generic,,powersave
fps,frametime,cpu_load,gpu_load,cpu_temp,gpu_temp,gpu_core_clock,gpu_mem_clock,gpu_vram_used,gpu_power,ram_used,swap_used,process_rss,elapsed
16.8968,59.1828,2.69953,92,56,60,2600,2800,0.460773,20,7.95231,0,0,476686005
16.505,60.5878,2.69953,92,56,60,2600,2800,0.460773,20,7.95231,0,0,537274406
16.6839,59.938,2.69953,92,56,60,2600,2800,0.460773,20,7.95231,0,0,597212613
16.646,60.0745,2.69953,92,56,60,2600,2800,0.460773,20,7.95231,0,0,657287277
16.5741,60.3352,2.69953,92,56,60,2600,2800,0.460773,20,7.95231,0,0,717622321
16.6088,60.2089,2.69953,92,56,60,2600,2800,0.460773,20,7.95231,0,0,777832810
16.7175,59.8177,2.69953,92,56,60,2600,2800,0.460773,20,7.95231,0,0,837649779
16.8462,59.3606,2.69953,92,56,60,2600,2800,0.460773,20,7.95231,0,0,897015320
16.6884,59.9218,2.47059,92,56,59,2600,2800,0.460773,19,7.95039,0,0,956932838
16.6489,60.0641,2.47059,92,56,59,2600,2800,0.460773,19,7.95039,0,0,1016996612
16.979,58.8964,2.47059,92,56,59,2600,2800,0.460773,19,7.95039,0,0,1075893771
16.6545,60.0438,2.47059,92,56,59,2600,2800,0.460773,19,7.95039,0,0,1135938058
17.0244,58.7394,2.47059,92,56,59,2600,2800,0.460773,19,7.95039,0,0,1194676639
16.4383,60.8337,2.47059,92,56,59,2600,2800,0.460773,19,7.95039,0,0,1255512304
16.7201,59.8082,2.47059,92,56,59,2600,2800,0.460773,19,7.95039,0,0,1315320126
16.629,60.1361,2.47059,92,56,59,2600,2800,0.460773,19,7.95039,0,0,1375456206
16.6912,59.9118,2.47059,92,56,59,2600,2800,0.460773,19,7.95039,0,0,1435375718
16.7109,59.8412,2.24586,92,56,60,2600,2800,0.460773,20,7.95037,0,0,1495211032
16.5906,60.275,2.24586,92,56,60,2600,2800,0.460773,20,7.95037,0,0,1555485662
16.724,59.7942,2.24586,92,56,60,2600,2800,0.460773,20,7.95037,0,0,1615281141
16.4317,60.858,2.24586,92,56,60,2600,2800,0.460773,20,7.95037,0,0,1676139659
16.3997,60.9767,2.24586,92,56,60,2600,2800,0.460773,20,7.95037,0,0,1737115398
17.0388,58.6897,2.24586,92,56,60,2600,2800,0.460773,20,7.95037,0,0,1795805638
14.5447,68.7535,2.24586,92,56,60,2600,2800,0.460773,20,7.95037,0,0,1864558353
15.6982,63.7014,2.24586,92,56,60,2600,2800,0.460773,20,7.95037,0,0,1928262313
15.9964,62.5142,2.24586,92,56,60,2600,2800,0.460773,20,7.95037,0,0,1990782326
16.0668,62.2402,2.62557,92,57,60,800,2800,0.460773,20,7.95412,0,0,2053017773
14.8909,67.155,2.62557,92,57,60,800,2800,0.460773,20,7.95412,0,0,2120172283
14.8342,67.4119,2.62557,92,57,60,800,2800,0.460773,20,7.95412,0,0,2187584396
15.2286,65.6659,2.62557,92,57,60,800,2800,0.460773,20,7.95412,0,0,2253251528
15.2752,65.4655,2.62557,92,57,60,800,2800,0.460773,20,7.95412,0,0,2318716750
14.9212,67.019,2.62557,92,57,60,800,2800,0.460773,20,7.95412,0,0,2385736646
15.2648,65.5101,2.62557,92,57,60,800,2800,0.460773,20,7.95412,0,0,2451247034
15.5574,64.2779,2.62557,92,57,60,800,2800,0.460773,20,7.95412,0,0,2515528309
15.3995,64.9373,4.6875,91,56,60,2600,2800,0.462715,20,7.98569,0,0,2580460659
15.7693,63.4142,4.6875,91,56,60,2600,2800,0.462715,20,7.98569,0,0,2643877068
15.7228,63.602,4.6875,91,56,60,2600,2800,0.462715,20,7.98569,0,0,2707478565
16.5384,60.4653,4.6875,91,56,60,2600,2800,0.462715,20,7.98569,0,0,2767944655
16.1704,61.8412,4.6875,91,56,60,2600,2800,0.462715,20,7.98569,0,0,2829786032
16.1469,61.9314,4.6875,91,56,60,2600,2800,0.462715,20,7.98569,0,0,2891718981
16.0177,62.431,4.6875,91,56,60,2600,2800,0.462715,20,7.98569,0,0,2954150307
15.7242,63.5961,4.6875,91,56,60,2600,2800,0.462715,20,7.98569,0,0,3017752776
16.1064,62.087,3.27044,91,57,60,2600,2800,0.462715,20,7.98545,0,0,3079834604
16.2145,61.673,3.27044,91,57,60,2600,2800,0.462715,20,7.98545,0,0,3141507865
16.0766,62.2024,3.27044,91,57,60,2600,2800,0.462715,20,7.98545,0,0,3203710661
15.741,63.5285,3.27044,91,57,60,2600,2800,0.462715,20,7.98545,0,0,3267239552
16.2881,61.3946,3.27044,91,57,60,2600,2800,0.462715,20,7.98545,0,0,3328634198
16.095,62.1311,3.27044,91,57,60,2600,2800,0.462715,20,7.98545,0,0,3390766192
16.2762,61.4395,3.27044,91,57,60,2600,2800,0.462715,20,7.98545,0,0,3452205101
15.7843,63.3539,3.27044,91,57,60,2600,2800,0.462715,20,7.98545,0,0,3515559454
15.4104,64.8911,3.27044,91,57,60,2600,2800,0.462715,20,7.98545,0,0,3580458992
15.549,64.3126,3.49099,91,57,60,2600,2800,0.462711,20,7.98192,0,0,3644764503
15.8266,63.1849,3.49099,91,57,60,2600,2800,0.462711,20,7.98192,0,0,3707949336
16.0757,62.2059,3.49099,91,57,60,2600,2800,0.462711,20,7.98192,0,0,3770155148
16.3458,61.1777,3.49099,91,57,60,2600,2800,0.462711,20,7.98192,0,0,3831333057
16.0577,62.2753,3.49099,91,57,60,2600,2800,0.462711,20,7.98192,0,0,3893609262
16.3391,61.2029,3.49099,91,57,60,2600,2800,0.462711,20,7.98192,0,0,3954812829
15.7047,63.6753,3.49099,91,57,60,2600,2800,0.462711,20,7.98192,0,0,4018488956
15.9839,62.563,3.49099,91,57,60,2600,2800,0.462711,20,7.98192,0,0,4081058793
16.0901,62.15,3.16857,92,57,60,2599,2800,0.462711,21,7.98192,0,0,4143201266
16.0564,62.2806,3.16857,92,57,60,2599,2800,0.462711,21,7.98192,0,0,4205483832
16.048,62.3131,3.16857,92,57,60,2599,2800,0.462711,21,7.98192,0,0,4267796034
16.0579,62.2748,3.16857,92,57,60,2599,2800,0.462711,21,7.98192,0,0,4330071357
16.1257,62.0129,3.16857,92,57,60,2599,2800,0.462711,21,7.98192,0,0,4392084387
16.0789,62.1932,3.16857,92,57,60,2599,2800,0.462711,21,7.98192,0,0,4454278887
16.2787,61.4301,3.16857,92,57,60,2599,2800,0.462711,21,7.98192,0,0,4515707748
16.2412,61.5719,3.16857,92,57,60,2599,2800,0.462711,21,7.98192,0,0,4577280430
16.0951,62.1308,3.16857,92,57,60,2599,2800,0.462711,21,7.98192,0,0,4639418013
16.3133,61.2997,2.84414,93,57,60,2600,2800,0.462711,18,7.98151,0,0,4700712081
15.9764,62.5924,2.84414,93,57,60,2600,2800,0.462711,18,7.98151,0,0,4763304881
16.2428,61.5657,2.84414,93,57,60,2600,2800,0.462711,18,7.98151,0,0,4824870990
16.045,62.3247,2.84414,93,57,60,2600,2800,0.462711,18,7.98151,0,0,4887196918
15.5839,64.1688,2.84414,93,57,60,2600,2800,0.462711,18,7.98151,0,0,4951366693
15.7538,63.4769,2.84414,93,57,60,2600,2800,0.462711,18,7.98151,0,0,5014844598
14.8711,67.2447,2.84414,93,57,60,2600,2800,0.462711,18,7.98151,0,0,5082089447
14.3575,69.65,2.84414,93,57,60,2600,2800,0.462711,18,7.98151,0,0,5151744880
14.3124,69.8696,6.08696,93,57,63,2600,2800,0.462711,21,7.97557,0,0,5221609586
14.9073,67.0813,6.08696,93,57,63,2600,2800,0.462711,21,7.97557,0,0,5288690547
14.7942,67.5938,6.08696,93,57,63,2600,2800,0.462711,21,7.97557,0,0,5356285575
14.991,66.7068,6.08696,93,57,63,2600,2800,0.462711,21,7.97557,0,0,5422991641
14.6301,68.3521,6.08696,93,57,63,2600,2800,0.462711,21,7.97557,0,0,5491344393
15.1059,66.1992,6.08696,93,57,63,2600,2800,0.462711,21,7.97557,0,0,5557543856
15.3865,64.9922,6.08696,93,57,63,2600,2800,0.462711,21,7.97557,0,0,5622537151
15.3597,65.1053,6.08696,93,57,63,2600,2800,0.462711,21,7.97557,0,0,5687652545
15.0338,66.5168,9.20897,93,57,62,2598,2800,0.462715,29,8.00067,0,0,5754160859
14.7972,67.5805,9.20897,93,57,62,2598,2800,0.462715,29,8.00067,0,0,5821741931
15.3009,65.3556,9.20897,93,57,62,2598,2800,0.462715,29,8.00067,0,0,5887097657
15.6498,63.8986,9.20897,93,57,62,2598,2800,0.462715,29,8.00067,0,0,5950997335
