0.1% Min FPS,1% Min FPS,97% Percentile FPS,Average FPS,GPU Load,CPU Load,Average Frame Time,Average GPU Temp,Average CPU Temp,Average VRAM Used,Average RAM Used,Average Swap Used,Peak GPU Load,Peak CPU Load,Peak GPU Temp,Peak CPU Temp,Peak VRAM Used,Peak RAM Used,Peak Swap Used
4.8,6.3,21.3,12.3,89.8,4.2,81.6,65.0,63.0,0.5,13.7,0.0,95,16.6,73,76,0.5,13.9,0.0
