os,cpu,gpu,ram,kernel,driver,cpuscheduler
Ubuntu 25.10,AMD Ryzen 7 255 w/ Radeon 780M Graphics,AMD Radeon 780M Graphics (RADV PHOENIX),32127216,6.17.0-22-generic,,powersave
fps,frametime,cpu_load,gpu_load,cpu_temp,gpu_temp,gpu_core_clock,gpu_mem_clock,gpu_vram_used,gpu_power,ram_used,swap_used,process_rss,elapsed
18.0982,55.2542,2.42424,90,59,63,2596,2800,0.481499,19,14.1177,0,0,485824350
12.9846,77.0143,2.42424,90,59,63,2596,2800,0.481499,19,14.1177,0,0,562839517
13.7708,72.6173,2.42424,90,59,63,2596,2800,0.481499,19,14.1177,0,0,635455621
18.0477,55.4086,2.42424,90,59,63,2596,2800,0.481499,19,14.1177,0,0,690865652
17.9044,55.8522,2.42424,90,59,63,2596,2800,0.481499,19,14.1177,0,0,746717562
18.195,54.9601,2.42424,90,59,63,2596,2800,0.481499,19,14.1177,0,0,801678099
10.9807,91.0686,2.42424,90,59,63,2596,2800,0.481499,19,14.1177,0,0,892753807
16.5818,60.3072,2.68293,90,59,62,2590,2800,0.481499,18,14.1177,0,0,953055726
17.6774,56.5695,2.68293,90,59,62,2590,2800,0.481499,18,14.1177,0,0,1009625733
18.1365,55.1373,2.68293,90,59,62,2590,2800,0.481499,18,14.1177,0,0,1064762892
15.4902,64.557,2.68293,90,59,62,2590,2800,0.481499,18,14.1177,0,0,1129321288
11.6022,86.1906,2.68293,90,59,62,2590,2800,0.481499,18,14.1177,0,0,1215512080
17.693,56.5195,2.68293,90,59,62,2590,2800,0.481499,18,14.1177,0,0,1272030861
17.8178,56.1238,2.68293,90,59,62,2590,2800,0.481499,18,14.1177,0,0,1328155483
18.0337,55.4517,2.68293,90,59,62,2590,2800,0.481499,18,14.1177,0,0,1383607553
13.1547,76.0184,2.68293,90,59,62,2590,2800,0.481499,18,14.1177,0,0,1459639054
13.4976,74.0874,2.79955,91,59,62,2595,2800,0.481499,21,14.1181,0,0,1533714125
17.9396,55.7427,2.79955,91,59,62,2595,2800,0.481499,21,14.1181,0,0,1589456930
17.7885,56.2162,2.79955,91,59,62,2595,2800,0.481499,21,14.1181,0,0,1645673595
18.08,55.3099,2.79955,91,59,62,2595,2800,0.481499,21,14.1181,0,0,1700983488
11.1568,89.6314,2.79955,91,59,62,2595,2800,0.481499,21,14.1181,0,0,1790617340
16.0558,62.2828,2.79955,91,59,62,2595,2800,0.481499,21,14.1181,0,0,1852899164
17.8411,56.0504,2.79955,91,59,62,2595,2800,0.481499,21,14.1181,0,0,1908949817
10.8415,92.2384,2.79955,91,59,62,2595,2800,0.481499,21,14.1181,0,0,2001195139
17.4919,57.1694,2.69321,91,59,62,2588,2800,0.481499,20,14.1181,0,0,2058357538
16.4464,60.8035,2.69321,91,59,62,2588,2800,0.481499,20,14.1181,0,0,2119161469
10.8783,91.9261,2.69321,91,59,62,2588,2800,0.481499,20,14.1181,0,0,2211089595
18.3242,54.5725,2.69321,91,59,62,2588,2800,0.481499,20,14.1181,0,0,2265663357
17.5937,56.8385,2.69321,91,59,62,2588,2800,0.481499,20,14.1181,0,0,2322501458
17.9998,55.5561,2.69321,91,59,62,2588,2800,0.481499,20,14.1181,0,0,2378058435
13.5805,73.6349,2.69321,91,59,62,2588,2800,0.481499,20,14.1181,0,0,2451692919
