os,cpu,gpu,ram,kernel,driver,cpuscheduler
Ubuntu 25.10,AMD Ryzen 7 255 w/ Radeon 780M Graphics,AMD Radeon 780M Graphics (RADV PHOENIX),32127476,6.17.0-22-generic,,performance
fps,frametime,cpu_load,gpu_load,cpu_temp,gpu_temp,gpu_core_clock,gpu_mem_clock,gpu_vram_used,gpu_power,ram_used,swap_used,process_rss,elapsed
36.2214,27.608,4.30504,69,61,61,933,2800,0.480183,24,10.6705,0,0,207703015
41.3293,24.1959,4.30504,69,61,61,933,2800,0.480183,24,10.6705,0,0,231899623
37.9226,26.3695,4.30504,69,61,61,933,2800,0.480183,24,10.6705,0,0,258269889
40.6252,24.6153,4.30504,69,61,61,933,2800,0.480183,24,10.6705,0,0,282883620
38.3259,26.092,4.30504,69,61,61,933,2800,0.480183,24,10.6705,0,0,308976275
38.8561,25.736,4.30504,69,61,61,933,2800,0.480183,24,10.6705,0,0,334711851
37.7155,26.5143,4.30504,69,61,61,933,2800,0.480183,24,10.6705,0,0,361226378
39.7753,25.1412,4.30504,69,61,61,933,2800,0.480183,24,10.6705,0,0,386367918
37.597,26.5979,4.30504,69,61,61,933,2800,0.480183,24,10.6705,0,0,412965421
42.2491,23.6691,4.30504,69,61,61,933,2800,0.480183,24,10.6705,0,0,436637555
36.722,27.2316,4.30504,69,61,61,933,2800,0.480183,24,10.6705,0,0,463867214
39.3818,25.3924,4.30504,69,61,61,933,2800,0.480183,24,10.6705,0,0,489259194
39.2007,25.5097,4.30504,69,61,61,933,2800,0.480183,24,10.6705,0,0,514769367
37.9882,26.324,4.30504,69,61,61,933,2800,0.480183,24,10.6705,0,0,541093987
38.6618,25.8653,4.30504,69,61,61,933,2800,0.480183,24,10.6705,0,0,566958896
38.1498,26.2124,4.30504,69,61,61,933,2800,0.480183,24,10.6705,0,0,593173019
40.1553,24.9033,4.30504,69,61,61,933,2800,0.480183,24,10.6705,0,0,618075090
37.8766,26.4015,4.30504,69,61,61,933,2800,0.480183,24,10.6705,0,0,644478379
40.0326,24.9796,4.30504,69,61,61,933,2800,0.480183,24,10.6705,0,0,669459869
37.5516,26.6301,5.4878,69,64,61,935,2800,0.480183,10,10.6706,0,0,696087619
39.2985,25.4462,5.4878,69,64,61,935,2800,0.480183,10,10.6706,0,0,721533520
38.5704,25.9266,5.4878,69,64,61,935,2800,0.480183,10,10.6706,0,0,747460234
39.3209,25.4318,5.4878,69,64,61,935,2800,0.480183,10,10.6706,0,0,772894434
38.4227,26.0263,5.4878,69,64,61,935,2800,0.480183,10,10.6706,0,0,798918641
