Tidspunkt,RAM_Brukt_MB,CPU_Temp_C,CPU_Last_%
20:50:06,7293,76.0,92
20:50:08,7289,76.0,96
20:50:10,7294,78.0,98
20:50:13,7296,79.0,92
20:50:15,7296,78.0,97
20:50:17,7296,76.0,99
20:50:19,7296,77.0,92
20:50:22,7290,75.0,97
20:50:24,7290,76.0,96
20:50:26,7292,76.0,99
20:50:28,7291,76.0,92
20:50:31,7291,79.0,91
20:50:33,7291,75.0,96
20:50:35,7287,76.0,91
20:50:37,7291,75.0,93
20:50:40,7288,76.0,100
20:50:42,7289,76.0,97
20:50:44,7286,79.0,100
20:50:46,7289,76.0,97
20:50:49,7291,77.0,97
20:50:51,7292,76.0,95
20:50:53,7291,77.0,97
20:50:55,7293,76.0,93
20:50:58,7293,77.0,96
20:51:00,7292,76.0,97
20:51:02,7284,76.0,95
20:51:04,7323,76.0,92
20:51:07,7325,76.0,93
20:51:09,7328,77.0,92
20:51:11,7320,76.0,96
20:51:13,7321,76.0,99
20:51:16,7320,79.0,95
20:51:18,7322,77.0,95
20:51:20,7317,77.0,100
20:51:22,7317,76.0,91
20:51:25,7314,76.0,93
20:51:27,7322,77.0,95
20:51:29,7320,78.0,97
20:51:31,7320,76.0,97
20:51:34,7319,78.0,91
20:51:36,7320,75.0,95
20:51:38,7319,75.0,99
20:51:40,7319,75.0,96
20:51:43,7318,77.0,91
20:51:45,7318,78.0,92
20:51:47,7315,76.0,93
20:51:49,7316,76.0,99
20:51:52,7317,75.0,97
20:51:54,7316,76.0,91
20:51:56,7316,75.0,91
20:51:58,7317,75.0,100
20:52:01,7321,76.0,92
20:52:03,7302,75.0,99
20:52:05,7302,76.0,97
20:52:08,7303,75.0,95
20:52:10,7302,75.0,96
20:52:12,7301,77.0,97
20:52:14,7298,76.0,92
20:52:17,7296,75.0,91
20:52:19,7297,76.0,92
20:52:21,7297,76.0,96
20:52:23,7300,75.0,93
20:52:26,7299,76.0,100
20:52:28,7299,77.0,95
20:52:30,7299,76.0,93
20:52:32,7299,76.0,93
20:52:35,7298,76.0,93
20:52:37,7298,76.0,100
20:52:39,7299,76.0,100
20:52:41,7297,75.0,93
20:52:44,7298,77.0,97
20:52:46,7297,76.0,97
20:52:48,7297,75.0,91
20:52:50,7297,75.0,93
20:52:53,7295,75.0,92
20:52:55,7300,76.0,91
20:52:57,7298,76.0,93
20:52:59,7295,75.0,97
20:53:02,7295,76.0,99
20:53:04,7295,76.0,100
20:53:06,7295,76.0,91
20:53:08,7295,75.0,95
20:53:11,7297,76.0,99
20:53:13,7298,76.0,95
20:53:15,7299,78.0,97
20:53:18,7300,75.0,93
20:53:20,7300,76.0,91
20:53:22,7300,75.0,97
20:53:24,7300,76.0,91
20:53:27,7301,76.0,93
20:53:29,7301,76.0,92
20:53:31,7301,76.0,96
20:53:33,7297,75.0,97
20:53:36,7297,75.0,99
20:53:38,7297,77.0,99
20:53:40,7298,76.0,93
20:53:42,7297,75.0,91
20:53:45,7300,76.0,97
20:53:47,7299,76.0,96
20:53:49,7299,76.0,91
20:53:51,7298,75.0,97
20:53:54,7297,76.0,99
20:53:56,7297,75.0,97
20:53:58,7298,75.0,96
20:54:01,7297,75.0,95
20:54:03,7294,75.0,97
20:54:05,7294,77.0,97
20:54:07,7294,76.0,97
20:54:10,7298,76.0,100
20:54:12,7296,75.0,95
20:54:14,7297,76.0,95
20:54:16,7295,76.0,97
20:54:19,7295,76.0,92
20:54:21,7295,76.0,97
20:54:23,7296,76.0,91
20:54:25,7296,76.0,96
20:54:28,7296,76.0,96
20:54:30,7297,75.0,100
20:54:32,7296,76.0,95
20:54:34,7296,77.0,95
20:54:37,7296,76.0,95
20:54:39,7296,75.0,100
20:54:41,7295,76.0,96
20:54:43,7294,76.0,96
20:54:46,7297,76.0,93
20:54:48,7295,75.0,93
20:54:50,7295,75.0,92
20:54:53,7294,75.0,100
20:54:55,7293,75.0,100
20:54:57,7293,75.0,97
20:54:59,7293,75.0,91
20:55:02,7296,75.0,100
20:55:04,7295,75.0,97
20:55:06,7295,75.0,97
20:55:08,7295,76.0,93
20:55:11,7295,75.0,92
20:55:13,7295,76.0,96
20:55:15,7295,75.0,95
20:55:17,7296,74.0,91
20:55:20,7295,75.0,92
20:55:22,7294,75.0,100
20:55:24,7293,75.0,95
20:55:26,7296,74.0,100
20:55:29,7296,75.0,97
20:55:31,7297,76.0,91
20:55:33,7297,75.0,93
20:55:35,7294,76.0,95
20:55:38,7294,75.0,97
20:55:40,7295,76.0,99
20:55:42,7295,75.0,97
20:55:44,7295,74.0,92
20:55:47,7295,75.0,100
20:55:49,7296,75.0,97
20:55:51,7295,75.0,100
20:55:53,7294,76.0,100
20:55:56,7292,77.0,95
20:55:58,7293,74.0,96
20:56:00,7293,75.0,92
20:56:03,7293,76.0,99
20:56:05,7294,74.0,95
20:56:07,7293,75.0,98
20:56:09,7293,75.0,93
20:56:12,7293,74.0,91
20:56:14,7293,74.0,98
20:56:16,7293,75.0,93
20:56:18,7293,74.0,93
20:56:21,7294,75.0,93
20:56:23,7295,76.0,95
20:56:25,7296,75.0,100
20:56:27,7295,75.0,93
20:56:30,7295,76.0,97
20:56:32,7299,76.0,92
20:56:34,7297,75.0,95
20:56:36,7297,76.0,97
20:56:39,7297,75.0,95
20:56:41,7296,74.0,100
20:56:43,7296,76.0,99
20:56:45,7296,75.0,97
20:56:48,7296,75.0,100
20:56:50,7300,77.0,93
20:56:52,7301,75.0,97
20:56:54,7300,73.0,100
20:56:57,7300,75.0,95
20:56:59,7301,75.0,93
20:57:01,7298,75.0,93
20:57:03,7299,74.0,93
20:57:06,7300,76.0,99
