os,cpu,gpu,ram,kernel,driver,cpuscheduler
Ubuntu 25.10,AMD Ryzen 7 255 w/ Radeon 780M Graphics,AMD Radeon 780M Graphics (RADV PHOENIX),32127212,6.17.0-22-generic,,performance
fps,frametime,cpu_load,gpu_load,cpu_temp,gpu_temp,gpu_core_clock,gpu_mem_clock,gpu_vram_used,gpu_power,ram_used,swap_used,process_rss,elapsed
41.3394,24.19,6.67491,69,68,62,1016,2800,0.472549,22,20.4912,1.52588e-05,0,359633643
38.8235,25.7576,6.67491,69,68,62,1016,2800,0.472549,22,20.4912,1.52588e-05,0,385391024
41.2163,24.2622,6.67491,69,68,62,1016,2800,0.472549,22,20.4912,1.52588e-05,0,409652892
38.4114,26.034,6.67491,69,68,62,1016,2800,0.472549,22,20.4912,1.52588e-05,0,435687984
37.2315,26.859,6.67491,69,68,62,1016,2800,0.472549,22,20.4912,1.52588e-05,0,462545127
39.1085,25.5699,6.67491,69,68,62,1016,2800,0.472549,22,20.4912,1.52588e-05,0,488116871
38.9146,25.6973,6.67491,69,68,62,1016,2800,0.472549,22,20.4912,1.52588e-05,0,513815181
39.5003,25.3163,6.67491,69,68,62,1016,2800,0.472549,22,20.4912,1.52588e-05,0,539132578
38.1042,26.2438,6.67491,69,68,62,1016,2800,0.472549,22,20.4912,1.52588e-05,0,565376391
40.731,24.5513,6.67491,69,68,62,1016,2800,0.472549,22,20.4912,1.52588e-05,0,589927822
38.9039,25.7044,6.67491,69,68,62,1016,2800,0.472549,22,20.4912,1.52588e-05,0,615631963
36.9105,27.0926,6.67491,69,68,62,1016,2800,0.472549,22,20.4912,1.52588e-05,0,642725159
38.9315,25.6862,6.67491,69,68,62,1016,2800,0.472549,22,20.4912,1.52588e-05,0,668410997
39.8736,25.0793,6.67491,69,68,62,1016,2800,0.472549,22,20.4912,1.52588e-05,0,693490427
38.1434,26.2169,6.67491,69,68,62,1016,2800,0.472549,22,20.4912,1.52588e-05,0,719709574
37.8633,26.4108,6.67491,69,68,62,1016,2800,0.472549,22,20.4912,1.52588e-05,0,746117305
40.2128,24.8677,6.67491,69,68,62,1016,2800,0.472549,22,20.4912,1.52588e-05,0,770987243
37.478,26.6823,6.67491,69,68,62,1016,2800,0.472549,22,20.4912,1.52588e-05,0,797675590
