Tidspunkt,RAM_Brukt_MB,CPU_Temp_C,CPU_Last_%
12:49:38,5411,71.0,92
12:49:41,5412,71.0,96
12:49:43,5408,74.0,91
12:49:45,5428,73.0,100
12:49:48,5427,72.0,100
12:49:50,5429,71.0,92
12:49:53,5435,73.0,96
12:49:55,5437,71.0,92
12:49:57,5438,71.0,92
12:50:00,5416,71.0,92
12:50:02,5416,71.0,100
12:50:04,5414,72.0,94
12:50:07,5412,72.0,98
12:50:09,5413,72.0,94
12:50:11,5413,72.0,99
12:50:14,5414,72.0,93
12:50:16,5414,71.0,100
12:50:18,5410,73.0,94
12:50:21,5410,71.0,93
12:50:23,5399,71.0,94
12:50:25,5398,71.0,94
12:50:28,5393,71.0,100
12:50:30,5470,77.0,94
12:50:32,5484,77.0,97
12:50:35,5611,78.0,98
12:50:37,5688,76.0,97
12:50:40,5689,77.0,91
12:50:42,5684,75.0,98
12:50:44,5663,77.0,99
12:50:47,5647,77.0,95
12:50:49,5640,78.0,99
12:50:51,5651,76.0,94
12:50:54,5652,78.0,96
12:50:56,5648,77.0,91
12:50:58,5646,77.0,94
12:51:01,5628,78.0,94
12:51:03,5629,78.0,97
12:51:05,5629,81.0,93
12:51:08,5629,79.0,94
12:51:10,5611,78.0,91
12:51:12,5604,77.0,95
12:51:15,5602,79.0,91
12:51:17,5593,79.0,95
12:51:19,5605,78.0,100
12:51:22,5605,80.0,96
12:51:24,5600,81.0,98
12:51:27,5596,79.0,95
12:51:29,5596,81.0,95
12:51:31,5596,79.0,91
12:51:34,5595,77.0,92
12:51:36,5597,80.0,96
12:51:38,5599,81.0,95
12:51:40,5634,78.0,96
12:51:43,5633,79.0,93
12:51:45,5632,79.0,99
12:51:48,5632,79.0,100
12:51:50,5633,78.0,93
12:51:52,5633,81.0,93
12:51:55,5631,82.0,91
12:51:57,5632,81.0,92
12:52:00,5599,79.0,97
12:52:02,5598,78.0,96
12:52:04,5597,79.0,93
12:52:07,5593,81.0,95
12:52:09,5593,80.0,100
12:52:11,5593,81.0,96
12:52:14,5590,78.0,98
12:52:16,5589,78.0,92
12:52:18,5589,77.0,96
12:52:21,5593,78.0,100
12:52:23,5593,78.0,98
12:52:25,5595,78.0,92
12:52:28,5595,79.0,95
12:52:30,5591,79.0,95
12:52:33,5590,77.0,93
12:52:35,5593,77.0,94
12:52:37,5596,81.0,97
12:52:40,5601,77.0,94
12:52:42,5599,80.0,100
12:52:44,5600,80.0,98
12:52:47,5598,80.0,97
12:52:49,5596,78.0,93
12:52:52,5596,81.0,97
12:52:54,5596,80.0,94
12:52:56,5597,81.0,97
12:52:59,5602,78.0,99
12:53:01,5605,76.0,95
12:53:03,5604,77.0,96
12:53:06,5598,82.0,100
12:53:08,5607,77.0,91
12:53:10,5598,78.0,100
12:53:13,5598,81.0,92
12:53:15,5600,76.0,98
12:53:17,5595,78.0,96
12:53:20,5596,79.0,97
12:53:22,5591,80.0,100
12:53:25,5595,79.0,91
12:53:27,5595,80.0,94
12:53:29,5600,79.0,97
12:53:32,5600,79.0,91
12:53:34,5601,76.0,95
12:53:36,5606,79.0,91
12:53:38,5636,82.0,99
12:53:41,5637,78.0,99
12:53:43,5636,80.0,93
12:53:45,5639,76.0,100
12:53:48,5640,76.0,95
12:53:50,5639,75.0,99
12:53:53,5644,79.0,100
12:53:55,5639,77.0,95
12:53:57,5641,80.0,98
12:54:00,5599,82.0,97
12:54:02,5604,80.0,97
12:54:05,5604,78.0,100
12:54:07,5605,79.0,98
12:54:09,5603,82.0,100
12:54:12,5603,80.0,98
12:54:14,5600,79.0,98
12:54:16,5600,78.0,96
12:54:19,5603,79.0,93
12:54:21,5605,80.0,95
12:54:23,5607,81.0,98
12:54:26,5605,77.0,91
12:54:28,5604,81.0,100
12:54:30,5610,77.0,91
12:54:33,5603,78.0,100
12:54:35,5636,80.0,94
12:54:38,5642,81.0,94
12:54:40,5649,79.0,91
12:54:42,5647,79.0,94
12:54:45,5651,81.0,100
12:54:47,5655,80.0,98
12:54:49,5653,78.0,98
12:54:52,5650,81.0,96
12:54:54,5646,81.0,94
12:54:57,5649,77.0,97
12:54:59,5651,81.0,100
12:55:01,5652,81.0,94
12:55:04,5647,79.0,99
12:55:06,5644,80.0,98
12:55:08,5650,78.0,93
12:55:11,5646,79.0,95
12:55:13,5641,80.0,99
12:55:16,5645,77.0,100
12:55:18,5643,79.0,98
12:55:20,5645,79.0,99
12:55:23,5645,81.0,91
12:55:25,5646,77.0,100
12:55:27,5646,80.0,100
12:55:30,5649,76.0,93
12:55:32,5644,77.0,92
12:55:34,5644,76.0,98
12:55:37,5633,83.0,95
12:55:39,5654,82.0,94
12:55:41,5654,78.0,98
12:55:44,5657,83.0,95
12:55:46,5654,79.0,95
12:55:48,5667,81.0,91
12:55:51,5667,80.0,98
12:55:53,5682,80.0,98
12:55:56,5685,81.0,93
12:55:58,5680,82.0,99
12:56:00,5623,80.0,97
12:56:03,5623,77.0,95
12:56:05,5625,81.0,91
12:56:08,5623,80.0,97
12:56:10,5627,81.0,96
12:56:12,5612,78.0,99
12:56:15,5608,78.0,95
12:56:17,5609,78.0,98
12:56:19,5611,78.0,98
12:56:22,5610,76.0,91
12:56:24,5603,77.0,94
12:56:26,5611,80.0,91
12:56:29,5605,82.0,98
12:56:31,5603,81.0,93
12:56:34,5604,81.0,92
12:56:36,5599,80.0,91
12:56:38,5598,83.0,97
12:56:41,5588,81.0,97
12:56:43,5589,81.0,97
12:56:46,5595,81.0,91
12:56:48,5595,80.0,95
12:56:50,5588,80.0,99
12:56:53,5584,82.0,91
12:56:55,5577,83.0,97
12:56:57,5597,83.0,98
12:57:00,5595,80.0,94
12:57:02,5594,81.0,95
12:57:05,5594,79.0,94
12:57:07,5590,80.0,98
12:57:09,5590,79.0,95
12:57:12,5590,82.0,98
12:57:14,5591,81.0,100
12:57:16,5591,81.0,91
12:57:19,5592,82.0,100
12:57:21,5597,82.0,100
12:57:23,5593,79.0,91
12:57:26,5592,81.0,97
12:57:28,5592,82.0,91
12:57:30,5594,82.0,96
12:57:33,5590,83.0,95
12:57:35,5587,80.0,93
12:57:38,5612,82.0,98
12:57:40,5635,81.0,95
12:57:42,5643,78.0,91
12:57:45,5632,80.0,98
12:57:47,5628,80.0,94
12:57:49,5638,81.0,100
12:57:52,5638,83.0,91
12:57:54,5633,78.0,99
12:57:56,5633,82.0,99
12:57:59,5601,82.0,96
12:58:01,5607,83.0,91
12:58:04,5605,82.0,97
12:58:06,5601,81.0,92
12:58:08,5601,81.0,98
12:58:11,5605,78.0,91
12:58:13,5605,79.0,95
12:58:15,5617,77.0,92
12:58:18,5624,81.0,98
12:58:20,5622,80.0,94
12:58:22,5626,79.0,91
12:58:25,5623,81.0,100
12:58:27,5621,81.0,98
12:58:30,5621,81.0,99
12:58:32,5605,82.0,92
12:58:34,5608,83.0,95
12:58:37,5615,83.0,98
12:58:39,5612,83.0,97
12:58:42,5606,80.0,91
12:58:44,5609,81.0,99
12:58:46,5609,80.0,96
12:58:49,5611,81.0,97
12:58:51,5612,82.0,91
12:58:53,5621,82.0,93
12:58:56,5608,81.0,97
12:58:58,5607,80.0,96
12:59:00,5610,83.0,100
12:59:03,5613,82.0,94
12:59:05,5612,83.0,98
12:59:08,5606,81.0,98
12:59:10,5610,81.0,93
12:59:12,5618,81.0,99
12:59:15,5612,83.0,94
12:59:17,5609,81.0,93
12:59:19,5608,82.0,92
12:59:22,5606,82.0,93
12:59:24,5612,81.0,93
12:59:26,5606,82.0,94
12:59:29,5607,80.0,95
12:59:31,5611,82.0,95
12:59:33,5624,80.0,93
12:59:36,5647,82.0,93
12:59:38,5650,83.0,95
12:59:40,5693,79.0,91
12:59:43,5696,81.0,91
12:59:45,5696,81.0,95
12:59:48,5701,82.0,95
12:59:50,5698,83.0,93
12:59:52,5697,81.0,99
12:59:55,5696,80.0,94
12:59:57,5694,82.0,99
13:00:00,5671,81.0,91
13:00:02,5666,82.0,97
13:00:04,5659,83.0,93
13:00:07,5659,82.0,99
13:00:09,5664,83.0,100
13:00:11,5659,83.0,97
13:00:14,5659,80.0,95
13:00:16,5660,83.0,92
13:00:18,5661,82.0,98
13:00:21,5654,81.0,95
13:00:23,5655,83.0,96
13:00:26,5645,81.0,93
13:00:28,5646,82.0,97
13:00:30,5645,83.0,96
13:00:33,5645,83.0,94
13:00:35,5637,82.0,98
13:00:37,5637,83.0,97
13:00:40,5657,82.0,96
13:00:42,5635,83.0,91
13:00:45,5631,82.0,91
13:00:47,5626,80.0,91
13:00:49,5641,83.0,99
13:00:52,5643,81.0,92
13:00:54,5648,83.0,91
13:00:56,5648,83.0,100
13:00:59,5648,83.0,99
13:01:01,5629,83.0,95
13:01:03,5625,81.0,100
13:01:06,5631,80.0,93
13:01:08,5630,83.0,93
13:01:10,5622,83.0,98
13:01:13,5623,84.0,96
13:01:15,5645,83.0,100
13:01:18,5621,81.0,91
13:01:20,5621,80.0,94
13:01:22,5619,82.0,94
13:01:25,5632,81.0,93
13:01:27,5624,83.0,91
13:01:30,5615,83.0,92
13:01:32,5611,82.0,96
13:01:34,5611,83.0,91
13:01:37,5611,84.0,91
13:01:39,5630,84.0,91
13:01:41,5628,83.0,100
13:01:44,5636,83.0,92
13:01:46,5637,79.0,95
13:01:49,5637,81.0,97
13:01:51,5636,80.0,99
13:01:53,5632,81.0,95
13:01:56,5640,79.0,92
13:01:58,5651,81.0,93
13:02:00,5637,81.0,97
13:02:03,5630,80.0,97
13:02:05,5621,83.0,96
13:02:08,5615,83.0,91
13:02:10,5613,82.0,95
13:02:12,5612,79.0,98
13:02:15,5619,81.0,94
13:02:17,5613,81.0,93
13:02:19,5625,79.0,95
13:02:22,5618,81.0,96
13:02:24,5612,84.0,93
13:02:27,5606,79.0,94
13:02:29,5599,82.0,92
13:02:31,5604,80.0,100
13:02:34,5600,80.0,94
13:02:36,5601,82.0,96
13:02:38,5609,81.0,98
13:02:40,5612,83.0,97
13:02:43,5627,81.0,92
13:02:45,5593,82.0,95
13:02:48,5605,81.0,93
13:02:50,5611,83.0,95
13:02:52,5613,78.0,95
13:02:55,5615,82.0,93
13:02:57,5619,82.0,94
13:02:59,5606,83.0,91
