Tidspunkt,RAM_Brukt_MB,CPU_Temp_C,CPU_Last_%
21:44:31,4303,62.0,94
21:44:34,4309,62.0,93
21:44:36,4310,62.0,93
21:44:38,4308,63.0,92
21:44:41,4313,62.0,93
21:44:43,4344,63.0,91
21:44:45,4341,64.0,96
21:44:48,4346,64.0,91
21:44:50,4364,65.0,95
21:44:52,4365,63.0,92
21:44:55,4365,63.0,97
21:44:57,4370,63.0,95
21:44:59,4370,64.0,94
21:45:01,4369,63.0,98
21:45:04,4372,64.0,95
21:45:06,4374,63.0,92
21:45:09,4373,62.0,98
21:45:11,4373,62.0,96
21:45:13,4374,64.0,99
21:45:16,4373,62.0,96
21:45:18,4374,61.0,96
21:45:20,4374,66.0,98
21:45:23,4374,64.0,98
21:45:25,4373,65.0,93
21:45:27,4373,64.0,100
21:45:29,4370,62.0,100
21:45:32,4370,64.0,98
21:45:34,4370,65.0,95
21:45:37,4370,66.0,95
21:45:39,4367,65.0,93
21:45:41,4368,66.0,95
21:45:44,4368,64.0,93
21:45:46,4368,65.0,97
21:45:48,4368,66.0,93
21:45:51,4368,66.0,100
21:45:53,4372,65.0,92
21:45:55,4370,65.0,100
21:45:58,4476,67.0,100
21:46:00,4476,67.0,98
21:46:02,4681,72.0,98
21:46:05,4675,69.0,92
21:46:07,4691,70.0,95
21:46:09,4675,68.0,94
21:46:11,4675,71.0,95
21:46:14,4676,71.0,99
21:46:16,4677,71.0,98
21:46:19,4669,70.0,94
21:46:21,4673,72.0,94
21:46:23,4679,70.0,91
21:46:26,4673,72.0,92
21:46:28,4673,73.0,93
21:46:30,4674,71.0,98
21:46:33,4679,73.0,97
21:46:35,4676,73.0,93
21:46:37,4683,73.0,100
21:46:40,4687,72.0,100
21:46:42,4692,73.0,95
21:46:44,4691,72.0,100
21:46:47,4689,74.0,93
21:46:49,4682,73.0,97
21:46:51,4677,73.0,97
21:46:54,4671,72.0,95
21:46:56,4670,72.0,95
21:46:59,4672,72.0,97
21:47:01,4680,74.0,100
21:47:03,4682,75.0,95
21:47:06,4687,74.0,99
21:47:08,4694,76.0,95
21:47:10,4693,76.0,97
21:47:13,4692,74.0,95
21:47:15,4692,76.0,93
21:47:18,4689,75.0,98
21:47:20,4690,76.0,97
21:47:22,4685,76.0,95
21:47:25,4690,77.0,98
21:47:27,4688,77.0,91
21:47:29,4686,77.0,92
21:47:32,4686,77.0,94
21:47:34,4685,75.0,94
21:47:36,4685,74.0,95
