Tidspunkt,RAM_Brukt_MB,CPU_Temp_C,CPU_Last_%
20:01:42,8384,80.0,98
20:01:44,8467,80.0,94
20:01:46,8482,83.0,100
20:01:49,8491,82.0,92
20:01:51,8519,83.0,94
20:01:54,8534,82.0,91
20:01:56,8607,83.0,99
20:01:58,8632,84.0,91
20:02:01,8708,81.0,95
20:02:03,8708,84.0,100
20:02:06,8690,83.0,96
20:02:08,8684,81.0,96
20:02:10,8684,83.0,93
20:02:13,8683,81.0,96
20:02:15,8650,84.0,94
20:02:18,8650,83.0,93
20:02:20,8650,83.0,99
20:02:22,8598,83.0,93
20:02:25,8535,82.0,100
20:02:27,8540,83.0,91
20:02:30,8538,83.0,97
20:02:32,8515,83.0,96
20:02:34,8534,84.0,92
20:02:37,8523,83.0,92
20:02:39,8525,84.0,96
20:02:42,8528,83.0,95
20:02:44,8535,84.0,100
20:02:47,8550,83.0,100
20:02:49,8550,83.0,96
20:02:51,8550,84.0,98
20:02:54,8550,84.0,94
20:02:56,8552,84.0,97
20:02:58,8555,84.0,100
20:03:01,8560,85.0,93
20:03:03,8532,84.0,93
20:03:05,8535,84.0,97
20:03:08,8538,85.0,100
20:03:10,8542,85.0,97
20:03:13,8546,82.0,96
20:03:15,8548,86.0,91
20:03:18,8548,84.0,92
20:03:20,8554,85.0,100
20:03:23,8554,86.0,93
20:03:25,8559,85.0,98
20:03:27,8549,84.0,96
20:03:30,8538,84.0,94
20:03:32,8542,83.0,94
20:03:35,8541,84.0,100
20:03:37,8537,86.0,99
20:03:39,8534,84.0,98
20:03:42,8532,83.0,93
20:03:44,8526,83.0,91
20:03:47,8528,83.0,94
20:03:49,8516,84.0,95
20:03:51,8541,85.0,91
20:03:54,8533,87.0,91
20:03:56,8544,87.0,99
20:03:59,8470,86.0,100
20:04:01,8469,87.0,98
20:04:03,8472,87.0,100
20:04:06,8472,85.0,97
20:04:08,8473,87.0,94
20:04:11,8474,85.0,96
20:04:13,8474,86.0,97
20:04:16,8440,86.0,94
20:04:18,8414,86.0,93
20:04:20,8425,85.0,92
20:04:23,8428,83.0,96
20:04:25,8434,84.0,96
20:04:28,8416,84.0,91
20:04:30,8421,86.0,95
20:04:33,8429,86.0,96
20:04:35,8461,87.0,95
20:04:38,8472,87.0,95
20:04:40,8473,86.0,99
20:04:42,8475,83.0,93
20:04:45,8459,87.0,99
20:04:47,8391,84.0,94
20:04:50,8397,86.0,100
20:04:52,8398,86.0,94
20:04:55,8418,87.0,97
20:04:57,8390,87.0,97
20:05:00,8399,86.0,92
20:05:02,8391,87.0,93
20:05:04,8396,85.0,91
20:05:07,8396,84.0,95
20:05:09,8397,87.0,93
20:05:12,8393,85.0,93
20:05:14,8394,85.0,91
20:05:16,8379,86.0,93
20:05:19,8333,87.0,97
20:05:21,8337,86.0,92
20:05:24,8348,86.0,96
20:05:26,8361,87.0,94
20:05:28,8367,84.0,100
20:05:31,8371,87.0,96
20:05:33,8371,86.0,95
20:05:36,8298,86.0,91
20:05:38,8307,84.0,98
20:05:40,8309,87.0,95
20:05:43,8315,86.0,99
20:05:45,8297,87.0,91
20:05:48,8299,86.0,91
20:05:50,8300,85.0,93
20:05:53,8300,84.0,91
20:05:55,8246,86.0,98
20:05:57,8250,86.0,91
20:06:00,8279,86.0,97
20:06:02,8273,87.0,97
20:06:05,8269,84.0,95
20:06:07,8265,83.0,93
20:06:09,8267,86.0,93
20:06:12,8254,86.0,94
20:06:14,8204,86.0,100
20:06:17,8206,85.0,91
20:06:19,8217,86.0,96
20:06:21,8215,83.0,96
20:06:24,8218,87.0,97
20:06:26,8219,86.0,94
20:06:29,8217,87.0,95
20:06:31,8218,84.0,98
20:06:33,8214,87.0,96
20:06:36,8164,86.0,93
20:06:38,8166,85.0,92
20:06:41,8137,87.0,95
20:06:43,8114,86.0,92
20:06:45,8126,86.0,95
20:06:48,8102,87.0,96
20:06:50,8060,87.0,98
20:06:53,8062,84.0,98
20:06:55,8111,84.0,94
20:06:58,8104,85.0,99
20:07:00,8096,86.0,96
20:07:03,8094,87.0,96
20:07:05,8029,88.0,94
20:07:08,8037,86.0,92
20:07:10,8048,88.0,94
20:07:12,8048,87.0,92
20:07:15,8052,87.0,100
20:07:17,8055,87.0,100
20:07:20,7996,88.0,96
20:07:22,8000,86.0,99
20:07:25,8024,84.0,95
20:07:27,8027,85.0,94
20:07:30,8030,87.0,98
20:07:32,8030,83.0,97
20:07:34,8030,84.0,94
20:07:37,8031,87.0,98
20:07:39,8031,86.0,92
20:07:42,8033,86.0,97
20:07:44,8037,86.0,98
20:07:46,8021,87.0,97
20:07:49,8022,87.0,93
20:07:51,7975,87.0,94
20:07:54,7978,87.0,100
20:07:56,7923,87.0,93
20:07:58,7948,87.0,95
20:08:01,7912,87.0,97
20:08:03,7877,87.0,91
20:08:06,7882,87.0,98
20:08:08,7832,87.0,99
20:08:11,7839,85.0,91
20:08:13,7841,87.0,97
20:08:15,7847,86.0,97
20:08:18,7849,86.0,100
20:08:20,7850,85.0,97
20:08:23,7851,86.0,100
20:08:25,7805,88.0,100
20:08:28,7770,87.0,98
20:08:30,7780,85.0,95
20:08:32,7719,86.0,93
20:08:35,7727,87.0,97
20:08:37,7744,87.0,100
20:08:40,7757,87.0,100
20:08:42,7674,85.0,94
20:08:45,7682,87.0,92
20:08:47,7695,87.0,100
20:08:50,7684,87.0,95
20:08:52,7654,87.0,92
20:08:55,7582,87.0,94
20:08:57,7588,87.0,93
20:09:00,7619,87.0,98
20:09:02,7613,87.0,99
20:09:05,7541,86.0,99
20:09:07,7548,86.0,94
20:09:10,7540,86.0,95
20:09:12,7633,85.0,100
20:09:14,7612,84.0,94
20:09:17,7777,84.0,96
20:09:19,7600,85.0,99
20:09:21,7681,85.0,92
20:09:24,7719,82.0,92
20:09:26,7725,82.0,92
20:09:28,7724,81.0,98
20:09:31,7723,81.0,97
20:09:33,7725,82.0,91
20:09:35,7695,80.0,91
20:09:38,7701,79.0,100
20:09:40,7707,83.0,92
