Tidspunkt,RAM_Brukt_MB,CPU_Temp_C,CPU_Last_%
11:07:14,7309,81.0,95
11:07:17,7300,79.0,95
11:07:19,7305,81.0,92
11:07:21,7246,80.0,99
11:07:24,7243,81.0,100
11:07:26,7251,80.0,91
11:07:28,7244,82.0,92
11:07:31,7240,81.0,99
11:07:33,7245,80.0,95
11:07:35,7247,80.0,96
11:07:38,7247,77.0,95
11:07:40,7245,78.0,100
11:07:42,7246,80.0,97
11:07:45,7245,78.0,100
11:07:47,7239,80.0,97
11:07:49,7240,79.0,97
11:07:52,7239,78.0,91
11:07:54,7242,78.0,91
11:07:56,7243,77.0,97
11:07:59,7238,76.0,99
11:08:01,7231,77.0,95
11:08:03,7227,77.0,93
11:08:06,7241,76.0,91
11:08:08,7241,76.0,97
11:08:10,7244,77.0,97
11:08:13,7244,78.0,95
11:08:15,7243,77.0,100
11:08:17,7244,78.0,92
11:08:20,7233,75.0,99
11:08:22,7233,76.0,97
11:08:24,7237,76.0,91
11:08:27,7236,77.0,99
11:08:29,7230,77.0,97
11:08:31,7234,77.0,92
11:08:34,7231,77.0,97
11:08:36,7230,77.0,96
11:08:38,7229,76.0,93
11:08:41,7229,78.0,93
11:08:43,7230,76.0,95
11:08:45,7230,76.0,91
11:08:48,7230,77.0,91
11:08:50,7230,77.0,100
11:08:52,7230,75.0,97
11:08:55,7231,77.0,99
11:08:57,7237,76.0,97
11:08:59,7229,76.0,97
11:09:02,7173,77.0,99
11:09:04,7177,76.0,92
11:09:06,7175,77.0,91
11:09:09,7176,78.0,92
11:09:11,7175,78.0,95
11:09:13,7176,79.0,99
11:09:16,7174,77.0,93
11:09:18,7175,78.0,98
11:09:20,7179,77.0,92
11:09:23,7177,77.0,97
11:09:25,7175,77.0,92
11:09:27,7175,75.0,91
11:09:30,7175,77.0,92
11:09:32,7175,78.0,91
11:09:34,7207,80.0,98
11:09:37,7225,76.0,97
11:09:39,7337,81.0,100
11:09:41,7418,83.0,100
11:09:44,7473,83.0,95
11:09:46,7427,83.0,97
11:09:48,7435,83.0,99
11:09:51,7426,85.0,97
11:09:53,7418,84.0,100
11:09:56,7419,82.0,99
11:09:58,7419,83.0,94
11:10:01,7416,83.0,97
11:10:03,7413,84.0,100
11:10:05,7407,83.0,95
11:10:08,7403,84.0,93
11:10:10,7406,85.0,95
