os,cpu,gpu,ram,kernel,driver,cpuscheduler
Ubuntu 25.10,AMD Ryzen 7 255 w/ Radeon 780M Graphics,AMD Radeon 780M Graphics (RADV PHOENIX),32127208,6.17.0-20-generic,,powersave
fps,frametime,cpu_load,gpu_load,cpu_temp,gpu_temp,gpu_core_clock,gpu_mem_clock,gpu_vram_used,gpu_power,ram_used,swap_used,process_rss,elapsed
19.1813,52.1341,4.14692,77,64,67,2492,2710,0.472542,26,16.2392,3.8147e-06,0,105782968
19.4463,51.4237,4.14692,77,64,67,2492,2710,0.472542,26,16.2392,3.8147e-06,0,157206931
19.2299,52.0023,4.14692,77,64,67,2492,2710,0.472542,26,16.2392,3.8147e-06,0,209210256
19.7148,50.7234,4.14692,77,64,67,2492,2710,0.472542,26,16.2392,3.8147e-06,0,259933519
19.3924,51.5665,4.14692,77,64,67,2492,2710,0.472542,26,16.2392,3.8147e-06,0,311500722
19.488,51.3135,4.14692,77,64,67,2492,2710,0.472542,26,16.2392,3.8147e-06,0,362814267
19.4639,51.377,4.14692,77,64,67,2492,2710,0.472542,26,16.2392,3.8147e-06,0,414191763
19.0233,52.567,4.14692,77,64,67,2492,2710,0.472542,26,16.2392,3.8147e-06,0,466759422
18.8242,53.1231,4.14692,77,64,67,2492,2710,0.472542,26,16.2392,3.8147e-06,0,519886325
18.8065,53.1732,4.95169,76,65,67,2492,2710,0.472542,14,16.2392,3.8147e-06,0,573057161
18.9583,52.7472,4.95169,76,65,67,2492,2710,0.472542,14,16.2392,3.8147e-06,0,625803296
19.7565,50.6162,4.95169,76,65,67,2492,2710,0.472542,14,16.2392,3.8147e-06,0,676420388
19.1796,52.1386,4.95169,76,65,67,2492,2710,0.472542,14,16.2392,3.8147e-06,0,728558878
19.8199,50.4543,4.95169,76,65,67,2492,2710,0.472542,14,16.2392,3.8147e-06,0,779014426
18.3281,54.5611,4.95169,76,65,67,2492,2710,0.472542,14,16.2392,3.8147e-06,0,833577276
19.4505,51.4125,4.95169,76,65,67,2492,2710,0.472542,14,16.2392,3.8147e-06,0,884989196
18.7352,53.3754,4.95169,76,65,67,2492,2710,0.472542,14,16.2392,3.8147e-06,0,938365269
19.036,52.5321,4.95169,76,65,67,2492,2710,0.472542,14,16.2392,3.8147e-06,0,990896880
19.513,51.248,4.95169,76,65,67,2492,2710,0.472542,14,16.2392,3.8147e-06,0,1042149921
19.4541,51.4031,5.05415,77,65,67,2504,2800,0.472542,27,16.2392,3.8147e-06,0,1093549027
