Tidspunkt,RAM_Brukt_MB,CPU_Temp_C,CPU_Last_%
11:59:35,7621,78.0,96
11:59:37,7637,76.0,96
11:59:39,7656,76.0,99
11:59:42,7647,77.0,95
11:59:44,7652,76.0,95
11:59:46,7644,77.0,95
11:59:49,7660,76.0,100
11:59:51,7636,77.0,100
11:59:53,7638,75.0,95
11:59:56,7586,76.0,95
11:59:58,7586,76.0,97
12:00:00,7586,76.0,92
12:00:03,7499,76.0,97
12:00:05,7494,76.0,100
12:00:07,7495,76.0,99
12:00:10,7495,75.0,93
12:00:12,7485,76.0,91
12:00:15,7484,76.0,92
12:00:17,7485,76.0,100
12:00:19,7484,77.0,95
12:00:22,7485,75.0,91
12:00:24,7489,76.0,96
12:00:26,7483,77.0,96
12:00:28,7484,76.0,97
12:00:31,7488,75.0,100
12:00:33,7490,76.0,95
12:00:35,7454,76.0,99
12:00:38,7444,79.0,91
12:00:40,7559,80.0,94
12:00:43,7879,82.0,100
12:00:45,7848,80.0,91
12:00:47,7864,83.0,98
12:00:50,7908,82.0,91
12:00:52,7912,83.0,92
12:00:55,8099,83.0,100
12:00:57,7960,80.0,94
12:00:59,8016,81.0,96
12:01:02,8018,79.0,99
12:01:04,8016,82.0,100
12:01:06,7993,80.0,96
12:01:09,7978,77.0,91
12:01:11,7997,80.0,94
12:01:14,8032,80.0,96
12:01:16,8028,79.0,98
12:01:18,8017,81.0,98
12:01:21,8017,80.0,96
12:01:23,8028,82.0,98
12:01:26,8037,80.0,98
12:01:28,8006,81.0,94
12:01:30,8034,77.0,97
12:01:33,8027,77.0,96
12:01:35,8008,76.0,98
12:01:37,8001,76.0,99
12:01:40,7997,77.0,96
12:01:42,8042,77.0,99
12:01:44,8048,75.0,92
12:01:47,8031,75.0,91
12:01:49,8015,76.0,96
12:01:51,8012,78.0,92
12:01:54,8028,76.0,95
12:01:56,8024,77.0,95
12:01:58,8024,77.0,91
12:02:01,8006,76.0,98
12:02:03,8010,80.0,95
12:02:05,8016,76.0,92
12:02:08,8016,76.0,92
12:02:10,8003,78.0,94
12:02:13,7996,76.0,92
12:02:15,7957,76.0,96
12:02:17,7954,75.0,99
12:02:20,7956,76.0,97
12:02:22,7951,77.0,97
12:02:24,7946,76.0,92
12:02:27,7959,76.0,100
12:02:29,7969,76.0,92
12:02:31,7969,76.0,99
12:02:34,7965,76.0,94
12:02:36,7962,76.0,95
12:02:38,7960,78.0,97
12:02:41,7960,76.0,92
12:02:43,7957,81.0,99
12:02:45,7892,76.0,97
12:02:48,7874,75.0,97
12:02:50,7881,76.0,96
12:02:52,7888,75.0,94
12:02:55,7888,75.0,97
12:02:57,7885,78.0,96
12:02:59,7887,76.0,92
12:03:02,7900,77.0,97
12:03:04,7892,78.0,100
12:03:06,7885,76.0,91
12:03:09,7881,77.0,99
12:03:11,7887,78.0,95
12:03:13,7889,76.0,97
12:03:16,7889,76.0,99
12:03:18,7895,76.0,95
12:03:20,7887,76.0,96
12:03:23,7898,75.0,91
12:03:25,7902,76.0,97
12:03:27,7896,78.0,97
12:03:30,7894,75.0,95
12:03:32,7897,78.0,99
12:03:34,7897,76.0,98
12:03:37,7900,76.0,99
12:03:39,7899,83.0,98
12:03:41,7892,75.0,95
12:03:44,7894,75.0,95
12:03:46,7898,75.0,98
12:03:48,7898,77.0,100
12:03:51,7899,76.0,100
12:03:53,7899,77.0,100
12:03:55,7882,81.0,92
12:03:58,7878,77.0,97
12:04:00,7880,76.0,93
12:04:02,7891,77.0,92
12:04:05,7891,77.0,95
12:04:07,7892,78.0,95
12:04:09,7890,77.0,94
12:04:12,7893,76.0,92
12:04:14,7899,76.0,93
12:04:16,7901,76.0,100
12:04:19,7891,75.0,100
12:04:21,7901,75.0,95
12:04:23,7905,77.0,91
12:04:26,7901,77.0,98
12:04:28,7901,79.0,92
12:04:30,7908,78.0,96
12:04:33,7915,80.0,92
12:04:35,7946,76.0,96
12:04:37,7948,77.0,97
12:04:40,7957,77.0,97
12:04:42,7949,77.0,97
12:04:44,7948,77.0,93
12:04:47,7953,78.0,100
12:04:49,7959,76.0,97
12:04:51,7961,77.0,92
12:04:54,7956,77.0,95
12:04:56,7952,83.0,91
12:04:58,7949,79.0,92
12:05:01,7947,76.0,92
12:05:03,7940,77.0,96
12:05:05,7947,76.0,93
12:05:08,7941,77.0,96
12:05:10,7954,78.0,96
12:05:12,7955,76.0,100
12:05:15,7957,76.0,96
12:05:17,7952,75.0,92
12:05:20,7936,76.0,96
12:05:22,7930,78.0,99
12:05:24,7941,79.0,97
12:05:27,7938,77.0,97
12:05:29,7937,79.0,97
12:05:31,7939,76.0,95
12:05:34,7940,76.0,91
12:05:36,7922,75.0,95
12:05:38,7917,76.0,93
12:05:41,7913,76.0,93
12:05:43,7924,76.0,97
12:05:45,7923,76.0,100
12:05:48,7918,78.0,92
12:05:50,7913,77.0,96
12:05:52,7939,77.0,97
12:05:55,7937,77.0,97
12:05:57,7932,80.0,91
12:06:00,7965,79.0,100
12:06:02,7976,78.0,92
12:06:04,7967,77.0,97
12:06:07,7944,77.0,91
12:06:09,7943,77.0,95
12:06:11,7949,77.0,91
12:06:14,7954,77.0,99
12:06:16,7954,79.0,91
12:06:18,7943,80.0,100
12:06:21,7982,77.0,98
12:06:23,8050,80.0,91
12:06:25,8099,81.0,100
12:06:28,8126,83.0,97
12:06:30,8148,80.0,95
12:06:33,8229,80.0,97
12:06:35,8272,77.0,93
12:06:37,8200,76.0,95
12:06:40,8193,78.0,94
12:06:42,8233,76.0,92
12:06:45,8234,77.0,92
12:06:47,8231,76.0,99
12:06:49,8242,80.0,95
12:06:52,8280,77.0,100
12:06:54,8270,77.0,91
12:06:56,8266,78.0,99
12:06:59,8262,80.0,95
12:07:01,8228,76.0,95
12:07:03,8238,77.0,96
12:07:06,8269,79.0,94
12:07:08,8326,77.0,91
12:07:10,8316,76.0,99
12:07:13,8306,77.0,100
12:07:15,8302,80.0,92
12:07:18,8369,80.0,97
12:07:20,8361,82.0,97
12:07:22,8388,82.0,100
12:07:25,8371,78.0,97
12:07:27,8346,79.0,99
12:07:30,8344,75.0,97
12:07:32,8285,78.0,97
12:07:34,8199,76.0,92
12:07:37,8202,75.0,95
12:07:39,8202,75.0,93
12:07:41,8184,77.0,99
12:07:43,8179,76.0,97
12:07:46,8178,76.0,98
12:07:48,8151,79.0,98
12:07:50,8150,77.0,92
12:07:53,8165,76.0,94
12:07:55,8168,76.0,95
12:07:58,8166,81.0,99
12:08:00,8187,78.0,98
12:08:02,8174,77.0,93
12:08:05,8154,76.0,100
12:08:07,8194,83.0,91
12:08:10,8190,76.0,94
12:08:12,8208,82.0,98
12:08:14,8301,80.0,97
12:08:17,8380,76.0,95
12:08:19,8364,77.0,95
12:08:21,8341,76.0,91
12:08:24,8252,81.0,97
12:08:26,8250,81.0,92
12:08:28,8308,82.0,94
12:08:31,8299,75.0,93
12:08:33,8310,82.0,98
12:08:35,8344,79.0,95
12:08:38,8330,77.0,98
12:08:40,8320,76.0,100
12:08:43,8257,77.0,92
12:08:45,8271,76.0,92
12:08:47,8267,77.0,91
12:08:50,8291,77.0,92
12:08:52,8275,82.0,92
12:08:54,8425,83.0,97
