Tidspunkt,RAM_Brukt_MB,CPU_Temp_C,CPU_Last_%
19:49:48,7817,75.0,98
19:49:50,7824,75.0,95
19:49:52,7823,77.0,97
19:49:55,7824,73.0,92
19:49:57,7767,75.0,95
19:50:00,7796,75.0,94
19:50:02,7800,76.0,100
19:50:04,7804,75.0,96
19:50:07,7792,76.0,95
19:50:09,7801,76.0,94
19:50:12,7788,76.0,91
19:50:14,7795,74.0,95
19:50:16,7793,77.0,97
19:50:19,7797,77.0,91
19:50:21,7799,77.0,98
19:50:23,7798,76.0,95
19:50:26,7798,75.0,95
19:50:28,7798,76.0,95
19:50:31,7771,78.0,94
19:50:33,7770,76.0,93
19:50:35,7748,78.0,91
19:50:38,7764,78.0,91
19:50:40,7764,75.0,94
19:50:42,7764,78.0,100
19:50:45,7765,75.0,91
19:50:47,7765,76.0,98
19:50:50,7766,75.0,97
19:50:52,7766,78.0,100
19:50:54,7769,79.0,97
19:50:57,7754,78.0,92
19:50:59,7771,79.0,96
19:51:01,7753,80.0,99
19:51:04,7770,77.0,96
19:51:06,7776,79.0,98
19:51:09,7773,78.0,92
19:51:11,7773,78.0,93
19:51:13,7774,78.0,91
19:51:16,7757,80.0,97
19:51:18,7752,80.0,100
19:51:21,7755,78.0,91
19:51:23,7758,79.0,97
19:51:25,7776,80.0,97
19:51:28,7782,80.0,100
19:51:30,7781,77.0,97
19:51:33,7785,79.0,91
19:51:35,7784,82.0,97
19:51:37,7785,81.0,91
19:51:40,7784,77.0,100
19:51:42,7762,79.0,96
19:51:45,7799,79.0,91
19:51:47,7771,81.0,92
19:51:49,7762,81.0,91
19:51:52,7761,81.0,92
19:51:54,7758,77.0,97
19:51:56,7759,80.0,97
19:51:59,7811,82.0,98
19:52:01,7800,80.0,100
19:52:04,7823,83.0,93
19:52:06,7775,83.0,98
19:52:08,7778,81.0,96
19:52:11,7780,83.0,91
19:52:13,7803,82.0,99
19:52:16,7807,79.0,95
19:52:18,7813,80.0,95
19:52:20,7783,79.0,97
19:52:23,7775,81.0,92
19:52:25,7767,82.0,95
19:52:28,7768,80.0,97
19:52:30,7742,81.0,98
19:52:32,7742,78.0,97
19:52:35,7740,78.0,96
19:52:37,7749,78.0,95
19:52:39,7741,78.0,100
19:52:42,7742,81.0,94
19:52:44,7733,78.0,94
19:52:47,7735,77.0,94
19:52:49,7733,79.0,91
19:52:51,7734,81.0,95
19:52:54,7731,80.0,96
19:52:56,7716,81.0,95
19:52:58,7718,81.0,97
19:53:01,7739,80.0,98
19:53:03,7733,78.0,92
19:53:06,7730,80.0,94
19:53:08,7731,79.0,98
19:53:10,7704,80.0,91
19:53:13,7707,80.0,97
19:53:15,7732,81.0,94
19:53:18,7739,82.0,100
19:53:20,7740,78.0,97
19:53:23,7746,80.0,91
19:53:25,7748,80.0,97
19:53:27,7748,82.0,91
19:53:30,7750,82.0,98
19:53:32,7749,82.0,99
19:53:34,7749,83.0,93
19:53:37,7735,81.0,100
19:53:39,7734,81.0,98
19:53:42,7728,81.0,100
19:53:44,7730,81.0,91
19:53:46,7714,83.0,95
19:53:49,7712,81.0,99
19:53:51,7695,82.0,95
19:53:53,7694,81.0,100
19:53:56,7688,78.0,94
19:53:58,7694,83.0,100
19:54:01,7750,80.0,97
19:54:03,7756,80.0,92
19:54:05,7756,83.0,91
19:54:08,7756,79.0,92
19:54:10,7764,80.0,99
19:54:13,7763,82.0,96
19:54:15,7760,79.0,92
19:54:17,7759,79.0,95
19:54:20,7740,81.0,94
19:54:22,7739,83.0,94
19:54:24,7733,80.0,96
19:54:27,7750,83.0,93
19:54:29,7669,81.0,99
19:54:32,7663,77.0,92
19:54:34,7663,78.0,95
19:54:36,7690,79.0,99
19:54:38,7695,77.0,92
19:54:41,7696,76.0,92
19:54:43,7694,78.0,97
19:54:45,7690,78.0,99
19:54:48,7690,76.0,92
19:54:50,7756,79.0,93
19:54:53,7764,78.0,99
19:54:55,7795,81.0,97
